student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,primary_language,DSA_problems_solved,GitHub_repos,hackathons_participated,development_projects_count,AI_ML_projects,internships_completed,resume_score,communication_skills,aptitude_score,mock_interview_score,sleep_hours,screen_time,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency,family_income_lpa,self_learning_hours,motivation_level,placement_status,company_type,work_mode,salary_lpa,interview_rounds_cleared,offer_count,joining_delay_months,layoffs_risk_score,AI_tool_usage_frequency,prompt_engineering_skill,AI_fear_score,adaptability_score
STU04699,22,Female,Karnataka,1,2,Civil,BE,7.42,0,72.9,Go,411,14,2,5,0,1,81,73,81,50,7,5.3,1.5,8.1,16,0,6,12.77,2.7,84,Placed,Product-Based,Onsite,13.08,2,2,2,44,45,39,53,73
STU04700,23,Female,West Bengal,1,3,Information Technology,BE,7.46,0,78.3,C++,768,21,2,7,4,3,94,100,98,85,6.1,8.6,0.5,9.7,45,63,0,14.54,6.3,92,Placed,Startup,Onsite,21.98,4,2,2,47,61,55,34,70
STU04701,23,Male,Gujarat,1,3,Computer Science,BTech,7.5600000000000005,0,92.9,C++,582,20,4,9,5,5,100,87,83,97,6.8,9.6,3.8,6.9,45,71,2,1.5899999999999999,5.4,100,Placed,Product-Based,Onsite,23.23,4,1,2,24,4,63,97,67
STU04702,25,Female,Gujarat,2,2,Civil,BTech,7.98,2,66.6,C++,561,5,8,2,0,5,99,70,85,81,5.1,7.5,1.6,9.9,100,77,3,7.38,4.8,65,Placed,Service-Based,Remote,20.75,3,2,2,30,82,46,61,49
STU04703,23,Female,West Bengal,1,3,Information Technology,BE,7.67,0,66,JavaScript,506,24,0,6,1,3,78,99,74,53,6.2,5.5,4.5,9,100,29,3,1.45,4.7,50,Placed,Product-Based,Hybrid,18.09,5,2,0,38,64,66,43,88
STU04704,24,Male,Maharashtra,3,3,Civil,BE,8.08,0,69.3,JavaScript,687,10,3,1,0,0,74,64,66,67,5.2,9.7,2.2,10,59,40,4,3.26,2.6,89,Placed,Startup,Onsite,18.02,2,1,3,55,48,46,0,80
STU04705,23,Female,Gujarat,3,1,AI & DS,BTech,8.99,1,79.9,C++,810,22,1,6,4,3,100,100,98,55,6.1,5.1,1.4,7.7,97,49,1,7.75,5.3,87,Placed,MNC,Remote,25.94,4,3,0,26,60,71,24,82
STU04706,21,Male,Uttar Pradesh,2,3,Computer Science,BTech,6.86,0,79.3,Rust,495,34,2,11,6,3,98,80,82,78,5.7,5.2,0,4.2,50,44,6,7.38,6.9,55,Placed,Service-Based,Hybrid,18.49,5,2,2,51,40,71,39,75
STU04707,20,Female,Tamil Nadu,3,3,AI & DS,BTech,6.39,1,79.3,Python,586,1,5,5,0,4,99,76,83,75,7.5,3,3,7,76,19,2,1,2.8,76,Placed,MNC,Hybrid,12.06,2,3,1,74,69,50,40,77
STU04708,20,Male,Tamil Nadu,1,3,Electronics,MCA,6.46,1,70.3,C++,589,20,0,7,1,1,75,75,51,71,7,5.8,0.8,6.7,61,41,4,6.2,4.6,43,Placed,MNC,Hybrid,17.66,1,2,4,43,42,54,33,58
STU04709,25,Male,Delhi,2,2,Electronics,BTech,7.85,1,69.5,Java,701,33,4,8,5,2,93,75,71,67,5.4,6.5,3.6,10.2,62,32,3,1,1.8,50,Placed,Startup,Remote,25.29,3,2,4,24,68,80,53,72
STU04710,21,Female,West Bengal,3,1,AI & DS,BE,6.4,0,86.6,JavaScript,268,10,2,6,1,3,70,57,62,82,6.6,3.9,4.2,6,81,29,5,14.82,5.1,85,Placed,Service-Based,Onsite,14.75,4,1,5,57,57,80,71,65
STU04711,20,Male,Uttar Pradesh,1,1,Mechanical,BE,7.84,0,79,Go,754,4,0,2,0,0,65,90,73,83,6.4,7.5,1.2,9.9,54,57,5,12.16,2.1,65,Placed,Service-Based,Remote,15.67,2,2,1,42,48,36,55,62
STU04712,20,Female,Gujarat,2,2,Computer Science,MCA,7.91,0,83.5,JavaScript,483,25,3,6,3,5,100,94,72,95,4.7,6.7,5.7,8,19,48,3,9.28,4.1,58,Placed,Service-Based,Onsite,21.97,3,2,2,40,35,68,72,58
STU04713,25,Male,Tamil Nadu,2,2,Information Technology,BTech,7.03,1,72.6,Go,627,12,4,5,3,3,90,75,90,87,5.6,4.6,1,6.6,92,50,2,2.96,3.4,100,Placed,Startup,Onsite,21.22,4,3,2,75,39,68,65,47
STU04714,23,Female,Telangana,1,3,AI & DS,MCA,7.39,0,74.2,JavaScript,662,19,2,8,5,4,100,88,92,86,7.1,7.8,3.4,9.1,79,55,6,6.32,5.3,68,Placed,Service-Based,Remote,19.97,4,1,3,33,61,75,49,58
STU04715,23,Male,Uttar Pradesh,2,3,Information Technology,BTech,7.21,0,69.9,Rust,598,12,3,5,0,1,84,85,77,82,6.6,9.2,2.8,7,62,60,1,10.96,2.9,60,Placed,Startup,Remote,14.29,3,3,0,24,49,27,18,79
STU04716,25,Male,Uttar Pradesh,3,3,Computer Science,MCA,5.19,0,92.7,Rust,611,28,1,7,4,1,91,89,50,93,7.4,9.9,3.4,5,64,33,5,9,1.6,73,Placed,Service-Based,Onsite,14.22,4,3,4,45,32,44,24,51
STU04717,24,Male,Uttar Pradesh,2,3,AI & DS,MCA,7.18,1,72.2,C++,679,12,3,6,1,4,100,82,100,88,6,3.9,0,5.4,63,55,4,6.86,5.4,49,Placed,Startup,Hybrid,18.47,4,2,0,47,56,78,21,62
STU04718,24,Other,Uttar Pradesh,3,3,Mechanical,BE,7.02,0,85.8,Go,478,21,4,4,5,0,56,88,63,100,7.3,5.2,2.1,7.1,56,45,3,8.65,2.1,62,Placed,Startup,Remote,15.13,2,3,5,24,67,76,12,57
STU04719,21,Female,West Bengal,3,3,Information Technology,MCA,8.34,0,75.5,Java,703,27,5,9,6,5,100,78,80,77,4,7.1,3.4,5.3,38,61,3,4.64,4.5,47,Placed,Product-Based,Hybrid,23.16,5,3,0,17,96,72,20,57
STU04720,21,Male,Tamil Nadu,2,2,Civil,BTech,9.64,0,94.1,Rust,825,9,5,5,1,3,99,72,89,90,6.7,6,0,9.4,52,21,3,6.7,4.1,60,Placed,MNC,Hybrid,21.88,3,2,0,24,87,38,31,41
STU04721,25,Male,Karnataka,3,3,Civil,BTech,6.83,1,68.1,JavaScript,740,17,2,6,4,2,94,93,100,75,6.4,8.1,4.9,9.1,40,70,5,1.43,3.7,81,Placed,Startup,Hybrid,16.46,4,1,1,38,51,76,27,63
STU04722,21,Female,Tamil Nadu,1,3,Mechanical,BE,7.49,0,84,C++,551,19,4,7,4,3,84,88,71,75,6.5,9,2.7,7.8,52,44,2,1,5.1,78,Placed,Service-Based,Hybrid,17.73,3,2,1,32,58,73,42,50
STU04723,25,Male,Maharashtra,2,3,Mechanical,BTech,6.43,0,90.8,Python,696,14,6,2,1,0,49,77,76,78,7.3,8.7,1.1,9.6,29,31,5,2.7199999999999998,4.2,78,Placed,Startup,Hybrid,14.96,3,2,0,40,59,43,50,58
STU04724,25,Male,Tamil Nadu,1,3,Information Technology,MCA,6.82,0,81.8,JavaScript,767,1,2,2,1,5,100,74,73,71,8.2,7.6,0,9.3,50,29,3,13.32,5.3,91,Placed,MNC,Hybrid,14.43,3,1,1,22,71,67,34,75
STU04725,23,Female,Maharashtra,1,3,Information Technology,BTech,7.33,0,69.8,Python,770,37,1,9,3,4,100,81,78,67,6.4,6.7,3.6,7.1,63,59,4,1.08,5.4,73,Placed,Product-Based,Onsite,20.24,4,2,5,15,79,58,62,58
STU04726,25,Female,Maharashtra,2,2,Computer Science,MCA,9.35,0,89.5,JavaScript,715,30,5,9,3,5,100,97,95,63,6.4,7.5,1.8,8,43,29,0,1.17,4.5,63,Placed,Service-Based,Hybrid,22.28,1,2,3,46,52,64,71,85
STU04727,23,Male,West Bengal,2,2,Computer Science,MCA,7.03,3,95,Go,596,13,5,5,3,1,76,85,93,59,4.7,11.6,1.8,7.5,66,39,5,9.33,3.4,81,Placed,Service-Based,Hybrid,14.48,2,2,0,0,56,61,24,71
STU04728,22,Male,West Bengal,2,3,Civil,BE,6.72,0,72.3,Rust,534,1,2,3,0,2,81,82,76,100,5.2,3.2,1.5,7.6,68,74,3,6.88,3.9,92,Placed,Service-Based,Remote,16.79,1,3,0,47,81,25,32,37
STU04729,23,Male,West Bengal,3,1,Mechanical,BE,8.25,0,80.8,C++,738,11,0,4,2,2,76,82,81,66,5,11.5,1.5,7.2,74,54,4,8.16,3.6,100,Placed,Service-Based,Remote,22.1,1,2,0,41,33,58,39,63
STU04730,24,Male,Karnataka,1,3,Civil,MCA,7,0,92,Go,648,21,8,8,3,3,89,73,72,61,5.2,3.7,1.8,8.2,82,43,4,11.67,5.6,70,Placed,MNC,Hybrid,17.39,3,2,4,14,62,65,38,36
STU04731,25,Male,Delhi,3,2,Mechanical,MCA,6.43,1,77,Java,551,5,3,3,1,3,75,79,68,90,4.6,6,0,6.2,70,27,0,5.34,3.6,53,Placed,Service-Based,Onsite,16.32,2,2,5,41,73,45,54,60
STU04732,25,Male,Karnataka,2,3,Electronics,BE,7,0,79.8,Go,474,8,1,4,1,1,70,66,61,89,4.4,5.2,2.9,7.9,35,39,2,1,4.2,54,Placed,MNC,Onsite,14.95,5,2,3,10,55,86,45,61
STU04733,22,Male,Gujarat,1,3,Electronics,MCA,7.54,0,98.5,Go,660,18,0,4,4,2,61,92,73,88,4,6.4,1.6,9.8,78,74,1,3.38,3.5,69,Placed,Product-Based,Remote,21,4,2,2,55,56,79,66,84
STU04734,25,Male,Uttar Pradesh,3,2,Civil,BTech,7.27,1,70.4,Go,978,23,1,6,3,1,63,66,87,84,4.6,6,3.3,6.6,61,46,0,11.24,1.4,77,Placed,Service-Based,Onsite,18.04,3,1,2,33,63,31,19,52
STU04735,22,Female,West Bengal,1,2,Mechanical,BTech,7.75,2,82.2,Go,758,15,2,8,5,2,100,72,88,93,6.2,8.5,2.3,7.5,7,62,3,7.77,4.1,86,Placed,MNC,Remote,21.8,2,1,2,47,73,69,10,35
STU04736,25,Female,Maharashtra,3,3,AI & DS,BE,7.83,0,76.8,JavaScript,733,21,2,8,2,2,83,85,79,83,4.8,9.3,3.4,9,68,60,2,6.46,4,72,Placed,MNC,Remote,18.32,1,2,1,36,39,59,48,45
STU04737,25,Female,Delhi,2,3,Civil,BE,7.05,0,68.7,Rust,788,3,3,3,1,1,68,81,100,65,5.7,7.4,5,8.1,30,53,5,9.81,3,70,Placed,MNC,Remote,16.44,4,3,3,14,87,79,51,72
STU04738,24,Female,Karnataka,3,2,AI & DS,MCA,8.49,1,70.4,Go,1013,7,5,3,1,0,65,100,69,97,4.4,7.8,3.7,6.8,66,78,6,8.5,3,82,Placed,MNC,Onsite,18.13,3,2,0,35,20,46,46,85
STU04739,24,Female,Telangana,2,3,AI & DS,BTech,6.82,1,71.8,Go,591,15,4,6,3,3,91,88,100,100,6.7,3.9,1.8,6.8,34,0,0,13.27,3.2,51,Placed,MNC,Remote,17.61,3,2,1,62,43,91,43,68
STU04740,20,Male,Uttar Pradesh,2,3,AI & DS,BTech,6.8,0,67.6,Go,844,20,2,5,2,3,81,83,100,63,5.9,6.8,3,3.8,79,28,2,9.32,3.4,55,Placed,Startup,Remote,17.05,5,2,4,34,48,69,48,65
STU04741,22,Male,West Bengal,2,3,Computer Science,BE,7.44,0,70.2,JavaScript,699,2,3,3,1,1,80,68,80,77,8,6.5,5.9,7.6,69,12,5,10.02,4.8,60,Placed,MNC,Remote,16.41,1,1,4,27,61,69,27,66
STU04742,22,Female,Maharashtra,1,1,Mechanical,MCA,6.06,0,58.4,Python,654,22,4,7,5,2,99,99,100,100,7.1,6.8,3.3,5.3,64,44,6,2.69,3.4,66,Placed,Startup,Hybrid,21.54,3,2,3,17,58,63,49,62
STU04743,23,Male,Tamil Nadu,1,1,Civil,MCA,8.52,0,82.6,Python,794,18,3,6,2,1,100,94,78,98,6,9.1,1.8,8.1,58,46,3,5.97,3,54,Placed,Product-Based,Onsite,20.77,5,3,1,25,73,73,75,43
STU04744,23,Male,Delhi,3,3,Information Technology,BE,6.9,0,66.6,Rust,892,16,5,7,4,3,100,100,76,75,6.4,8.8,2.7,5.3,67,56,5,12.66,3.8,42,Placed,Product-Based,Onsite,18.01,4,2,5,19,79,62,51,48
STU04745,20,Female,Gujarat,3,1,Civil,BE,8.42,0,83.6,Java,647,10,5,5,5,2,80,94,83,69,6.2,5.8,3.8,8.2,43,19,6,2.64,2.3,90,Placed,Startup,Onsite,24.16,4,1,3,45,60,96,100,66
STU04746,23,Male,Telangana,3,2,Computer Science,BE,7.23,3,95.6,JavaScript,672,27,3,7,1,3,89,90,70,94,5.4,4.8,4.6,6.6,0,26,3,8.42,4.8,64,Placed,Service-Based,Hybrid,17.5,2,3,5,33,94,76,53,81
STU04747,24,Female,Uttar Pradesh,2,3,Civil,MCA,8.61,2,69.3,Python,654,16,1,7,4,0,66,89,88,83,4.2,9.7,3.4,8.7,23,30,3,5.62,1.6,60,Placed,Startup,Hybrid,19.62,4,2,3,46,43,84,67,78
STU04748,21,Female,Telangana,2,2,AI & DS,BE,7.62,0,79.6,Java,645,14,3,7,2,4,100,99,61,100,6.5,9,0.6000000000000001,10.3,52,51,2,10.58,3.9,56,Placed,Product-Based,Hybrid,17.1,2,2,3,40,60,35,39,65
STU04749,25,Female,Delhi,2,3,AI & DS,BTech,6.05,0,83.5,Python,541,12,3,6,4,1,71,62,59,79,6.6,5.5,1.1,3.6,100,42,6,5.17,3.9,73,Placed,Startup,Remote,13.66,5,2,4,8,53,71,54,53
STU04750,22,Male,Telangana,1,1,Electronics,BE,6.54,0,79.5,Rust,811,9,5,2,0,1,91,82,81,83,5.6,5.9,2.6,8.1,64,42,3,4.97,3.8,62,Placed,MNC,Onsite,17.41,1,2,0,56,91,72,46,79
STU04751,20,Female,Telangana,3,2,Mechanical,MCA,7.62,0,92.9,Java,592,27,4,8,3,5,100,85,80,82,5.7,3.5,2.4,7.6,45,30,1,3.8,4.2,49,Placed,Service-Based,Remote,24.51,2,3,0,37,21,62,44,73
STU04752,23,Female,Karnataka,2,3,Civil,BE,7.42,0,75.1,Go,536,21,2,6,2,4,84,90,75,97,5.4,9.2,4.8,9.3,82,45,0,1.52,5.5,60,Placed,Startup,Onsite,18.43,3,2,4,18,77,51,26,72
STU04753,22,Male,Gujarat,2,2,AI & DS,BE,5.91,1,75.6,C++,592,20,2,7,0,2,72,82,97,81,5.4,7.1,0.2,6.7,91,75,3,11.27,3.9,60,Placed,MNC,Hybrid,16.92,4,3,3,51,58,62,0,73
STU04754,22,Other,Telangana,3,3,Civil,MCA,7.5600000000000005,0,84.8,Python,921,15,2,6,4,2,97,95,100,76,5.5,7.1,3,7,45,31,3,7.68,4.2,62,Placed,MNC,Remote,18.46,2,2,0,33,73,48,33,68
STU04755,21,Male,Gujarat,2,2,Computer Science,BE,7.75,0,68.9,JavaScript,755,11,6,5,4,2,81,74,90,70,5.8,6.2,0,5.2,44,52,6,3.37,4.2,57,Placed,MNC,Onsite,21.58,5,3,5,58,39,31,44,68
STU04756,25,Male,Karnataka,2,2,Information Technology,BTech,6.86,0,90.4,Rust,703,16,1,2,0,0,54,99,58,93,5.7,7.5,0.5,8.3,44,53,1,17.43,1.6,84,Placed,Service-Based,Remote,14.82,5,2,4,31,74,63,31,79
STU04757,23,Male,Delhi,2,2,Mechanical,MCA,7.38,0,76.7,JavaScript,717,9,0,6,2,0,52,69,81,94,6,8.7,3.8,3.3,57,43,3,8.83,1,71,Placed,MNC,Hybrid,15.43,3,3,3,24,51,58,25,53
STU04758,25,Male,Uttar Pradesh,1,2,Civil,MCA,9.25,1,66.3,Java,893,20,6,8,3,2,94,100,67,91,6.7,4.8,3.1,6.6,50,59,5,2.95,3,58,Placed,MNC,Onsite,20.89,4,3,0,16,66,62,26,71
STU04759,21,Male,West Bengal,2,3,Mechanical,MCA,7.5600000000000005,0,73.3,JavaScript,705,12,4,5,0,3,78,78,81,96,7.3,9,3.1,8.4,28,30,3,12.3,4.4,55,Placed,MNC,Remote,18.98,5,1,3,67,76,47,19,72
STU04760,22,Female,Delhi,2,2,AI & DS,BE,7.93,1,73.7,Rust,480,37,2,11,4,6,100,77,71,64,7.9,3.1,2.9,10.2,53,21,3,20.72,4.7,38,Placed,Service-Based,Hybrid,24.22,2,3,0,30,73,70,47,89
STU04761,23,Other,Uttar Pradesh,2,2,Civil,BE,8.24,1,69.1,C++,555,7,2,4,0,0,68,86,98,97,7.6,5.1,0.5,4.3,22,44,6,1,1.1,86,Placed,Product-Based,Hybrid,17.15,3,3,3,22,28,72,65,62
STU04762,24,Male,Gujarat,1,2,Computer Science,BTech,7.45,0,79.5,JavaScript,549,12,2,5,2,3,86,84,100,83,5.8,7.8,4.1,7,52,48,5,5.21,4.2,54,Placed,Product-Based,Hybrid,17.97,2,2,0,62,56,42,25,77
STU04763,24,Female,Maharashtra,2,3,Computer Science,BE,6.22,0,100,Python,423,15,0,6,0,2,73,65,65,100,6.8,6.6,1.6,5,92,29,4,2.34,3.5,74,Placed,Startup,Onsite,16.7,5,2,5,58,37,43,37,70
STU04764,25,Female,Telangana,2,2,Mechanical,BTech,7.8,0,86.1,JavaScript,617,23,4,5,2,1,86,72,73,80,5.7,8.1,0,7.7,88,49,4,8.06,2.7,57,Placed,Startup,Remote,22.18,5,2,4,27,78,43,69,85
STU04765,21,Female,Telangana,2,3,Civil,BE,8.36,0,93.3,C++,856,31,0,10,5,4,100,77,100,75,7.6,7.3,1.9,8.5,56,15,5,9.46,4.2,47,Placed,Product-Based,Onsite,18.24,2,3,1,43,80,69,6,69
STU04766,24,Male,Tamil Nadu,2,2,Civil,MCA,6.19,0,96.7,Rust,659,29,3,9,4,4,100,80,73,87,6.3,8.3,3.7,8.9,9,28,6,10.07,4.9,68,Placed,Startup,Onsite,19.36,5,1,2,26,43,66,19,73
STU04767,22,Female,West Bengal,3,3,Information Technology,BTech,7.41,1,79.4,Go,791,25,2,9,5,6,100,85,68,93,4.5,7.6,2.1,7.2,71,87,4,10.71,5.1,73,Placed,Product-Based,Onsite,21.68,3,1,5,51,80,86,71,66
STU04768,21,Male,Delhi,2,2,AI & DS,BTech,7.93,3,72.3,Python,435,19,0,5,1,3,80,100,81,88,5.8,5.8,2.6,5.8,48,55,1,1.43,4.1,68,Placed,MNC,Hybrid,17.48,1,3,2,48,82,58,33,46
STU04769,24,Male,Telangana,1,3,AI & DS,MCA,5.87,0,89.4,C++,441,26,1,11,5,4,100,86,85,77,6.4,8.3,0.2,4.4,67,48,1,13.72,3.3,100,Placed,Startup,Remote,16.82,5,1,3,11,100,60,52,61
STU04770,22,Male,Delhi,3,2,Information Technology,BE,7.54,2,92.3,Java,584,24,7,7,3,2,81,84,100,83,5.4,11.3,6.2,6.8,33,18,4,5.87,3.2,77,Placed,Product-Based,Onsite,22.03,3,3,4,20,57,66,51,50
STU04771,20,Male,Telangana,1,3,Computer Science,MCA,6.99,0,79.8,C++,737,6,0,5,3,3,100,100,76,80,6.4,10.2,3.2,7.7,35,71,4,9.99,4.5,58,Placed,Service-Based,Onsite,20.26,3,3,3,0,93,59,43,62
STU04772,22,Male,Delhi,3,2,Civil,BE,6.84,0,70.5,JavaScript,601,25,1,8,4,6,100,83,98,85,5.1,3.4,3,7.9,44,21,2,13.47,4.1,78,Placed,MNC,Hybrid,23.59,1,2,2,27,83,66,41,68
STU04773,22,Male,Delhi,2,3,Electronics,BE,7.88,0,78.1,JavaScript,737,28,4,11,5,6,100,93,86,88,7.3,11.1,2.4,8.9,37,31,6,7.42,6.4,60,Placed,Product-Based,Onsite,25.85,1,2,3,59,78,82,25,86
STU04774,20,Other,Gujarat,2,2,Mechanical,BTech,7.59,0,78,Rust,430,16,2,6,1,2,83,96,84,100,5,5.6,2.1,6.9,82,57,2,17.34,4.1,53,Placed,MNC,Hybrid,12.78,2,2,0,17,47,72,45,64
STU04775,23,Female,Telangana,2,3,Civil,BE,7.63,0,59.8,Rust,645,26,2,9,5,6,100,82,94,82,6,9,2.6,9.6,68,35,5,7.01,5.3,89,Placed,MNC,Onsite,19.98,5,2,3,33,55,79,28,58
STU04776,20,Male,West Bengal,3,1,Electronics,MCA,9.59,0,95.1,Go,864,19,4,4,2,4,86,100,100,89,7.5,6.8,3.8,9.7,29,29,2,2.85,5.4,64,Placed,MNC,Hybrid,26.09,3,2,1,41,45,32,36,33
STU04777,21,Male,Karnataka,2,2,Mechanical,BTech,7.08,0,66.3,C++,424,4,5,3,2,1,69,100,60,92,6.1,9.5,3.8,7,55,51,2,6.65,1.7000000000000002,100,Placed,MNC,Remote,15.65,2,2,0,26,79,53,40,66
STU04778,25,Male,Tamil Nadu,3,2,Computer Science,MCA,8.04,0,94.5,Rust,708,6,4,5,3,3,93,100,88,82,6.7,6.1,0,7.9,45,27,3,2.5700000000000003,4.4,54,Placed,MNC,Hybrid,19.68,3,1,0,46,44,54,39,58
STU04779,23,Male,Karnataka,2,2,AI & DS,BE,9.55,0,84,Java,591,21,0,7,2,0,68,100,65,45,5.3,11.7,2.6,8.7,64,53,1,6.21,2.9,66,Placed,Startup,Hybrid,18.99,4,2,1,47,58,65,24,55
STU04780,24,Male,Gujarat,3,3,AI & DS,BE,6.57,0,80.3,JavaScript,859,36,0,10,4,4,100,100,86,74,5.8,5.8,0,8.2,78,32,3,12.44,4.2,87,Placed,MNC,Onsite,21.65,5,2,5,58,100,61,36,55
STU04781,24,Male,Gujarat,3,3,Civil,BTech,6.13,0,69.5,Rust,776,16,3,7,0,2,66,79,66,91,7.7,7.2,2.7,8.1,60,61,2,8.87,4,76,Placed,Product-Based,Hybrid,17.46,5,2,5,34,72,65,37,82
STU04782,25,Male,Gujarat,2,3,Computer Science,MCA,6.64,0,75.5,Python,435,19,1,8,3,4,100,86,75,66,7.2,8.2,6.7,9.5,33,3,5,3.99,2.9,72,Placed,Startup,Onsite,18.11,2,3,3,6,75,68,53,69
STU04783,21,Male,Uttar Pradesh,2,3,Electronics,MCA,7.29,0,69,Rust,597,25,2,8,4,5,100,87,90,47,5.1,8.5,2.3,3.8,41,37,5,9.76,4.8,86,Placed,Startup,Remote,20.82,2,3,1,57,62,73,55,79
STU04784,24,Male,Maharashtra,1,2,Information Technology,BE,8.21,3,70.4,Rust,592,10,6,5,3,3,100,58,92,61,5.2,7.3,4.3,7.5,45,45,0,9.02,3.6,64,Placed,Service-Based,Onsite,24.12,2,2,5,38,67,43,54,31
STU04785,24,Male,Maharashtra,1,3,Civil,MCA,7.02,0,78.8,Rust,580,27,5,9,5,2,71,89,93,96,5.4,6.8,0,5.6,47,43,2,11.34,3.1,55,Placed,Product-Based,Onsite,14.11,3,3,3,28,54,80,33,49
STU04786,23,Female,Tamil Nadu,2,1,Computer Science,MCA,8.21,0,89.6,Python,735,18,0,5,1,2,92,100,60,83,5.4,6.2,3.4,8.4,67,37,5,8.52,3.8,69,Placed,Product-Based,Hybrid,22.48,3,1,3,17,77,54,72,69
STU04787,20,Female,West Bengal,3,2,Mechanical,BTech,7.25,2,85.8,Go,560,30,2,8,5,5,100,93,85,83,4.3,7,1.4,5.6,54,56,2,5.09,5.9,79,Placed,Product-Based,Hybrid,24.46,2,3,2,43,79,72,79,65
STU04788,20,Male,Uttar Pradesh,1,2,Mechanical,BTech,8.09,0,76,Java,665,33,3,10,6,4,100,67,86,76,6.5,5.2,1,9.2,97,43,4,7.92,2.9,75,Placed,Startup,Hybrid,22.92,5,2,4,21,80,79,30,75
STU04789,21,Other,Uttar Pradesh,2,3,Information Technology,BE,6.24,1,96.5,Python,595,12,5,4,1,1,66,86,93,100,4.3,6.3,0.4,8.7,50,45,4,2.22,1.5,57,Not Placed,,,0,0,0,0,44,62,33,49,55
STU04790,20,Female,Maharashtra,3,3,Information Technology,BTech,7.04,0,88.9,Python,625,13,1,8,1,3,83,100,100,100,6.5,6.6,0,9.4,82,45,0,1,3.2,65,Placed,Startup,Hybrid,16.19,3,1,4,29,87,80,58,67
STU04791,25,Male,Maharashtra,2,3,Computer Science,BTech,7.5,0,75,Rust,532,16,0,6,5,2,78,65,83,68,6.1,7.2,0,9.5,85,47,4,10.64,5.4,67,Placed,Product-Based,Hybrid,17.87,2,3,1,33,53,43,36,48
STU04792,22,Male,Delhi,3,1,Mechanical,BE,8.18,2,81.5,C++,723,20,0,5,4,3,85,86,67,86,4.8,8.8,0,7,45,41,3,11.31,5.1,72,Placed,MNC,Remote,19.99,4,3,3,22,47,64,62,33
STU04793,24,Male,West Bengal,3,3,Mechanical,MCA,5.6,0,77.2,Java,492,19,4,5,0,2,88,78,76,65,5.7,9.1,2.3,6.5,14,36,2,13.47,3.2,58,Not Placed,,,0,0,0,0,56,64,80,29,83
STU04794,20,Female,Telangana,3,3,Information Technology,MCA,7.47,0,100,C++,630,3,2,2,1,1,58,96,67,100,6.6,6,5.9,7.7,42,23,2,9.89,4,86,Placed,Service-Based,Hybrid,15.58,5,1,1,10,67,48,25,51
STU04795,22,Male,Karnataka,1,2,Electronics,BE,8.01,0,87.3,Java,551,24,2,7,2,3,96,100,100,100,8,8.3,3.1,7.2,76,64,5,8.49,2.9,88,Placed,Startup,Remote,16.85,1,2,2,21,52,56,17,69
STU04796,22,Male,Delhi,1,1,Electronics,BTech,8.32,0,91.4,JavaScript,654,21,4,5,0,2,67,78,89,88,6,8.1,0.8,10.6,18,33,0,14.16,3.4,92,Placed,Service-Based,Hybrid,18.21,5,1,1,25,72,39,81,70
STU04797,21,Male,Telangana,2,2,Mechanical,BE,6.97,2,68,Python,695,9,3,5,0,3,83,100,79,93,7,6.8,2.8,7.7,81,34,0,2.7800000000000002,4.8,66,Placed,Product-Based,Remote,16.1,4,2,2,56,85,81,60,55
STU04798,21,Male,Karnataka,1,2,Civil,BE,7.69,0,50.2,Python,591,17,1,6,4,3,87,90,58,79,5.1,4.9,0.6000000000000001,8,47,40,4,8.71,3.3,64,Placed,Product-Based,Remote,19.15,1,3,3,31,57,77,36,84
STU04799,21,Male,Uttar Pradesh,1,3,Information Technology,BTech,7.35,2,82.9,Go,547,6,4,4,5,1,81,68,81,71,5.2,7.6,2.9,8.2,28,87,0,13.7,3.2,55,Placed,Service-Based,Onsite,17.93,4,3,2,39,25,63,21,51
STU04800,25,Male,Uttar Pradesh,1,3,Civil,MCA,7.78,0,77.1,C++,357,21,4,8,3,3,100,100,85,89,6.8,7.2,0.1,7.2,79,58,4,6.82,5.6,77,Placed,Service-Based,Onsite,14.57,3,1,2,43,42,70,32,61
STU04801,24,Male,Tamil Nadu,2,2,AI & DS,BTech,6.47,0,83.9,JavaScript,441,0,4,3,2,2,56,92,79,70,4.3,5.6,3.8,9.1,76,59,0,5.38,3.7,46,Placed,Product-Based,Hybrid,17.4,1,2,0,38,46,60,49,55
STU04802,20,Female,Gujarat,1,3,Computer Science,BE,6.7,0,64.6,Go,766,0,0,2,2,2,77,83,100,80,5.4,7.6,2.4,7.1,63,24,6,4.58,2.5,83,Placed,MNC,Remote,17.04,5,1,2,45,50,64,94,72
STU04803,25,Female,Delhi,2,2,Civil,BE,6.52,0,82.8,Java,735,28,5,11,6,4,100,88,99,100,5.2,6.6,4.1,8.6,52,37,6,11.91,2.1,72,Placed,Startup,Onsite,20.78,2,3,4,18,51,70,70,62
STU04804,22,Male,Telangana,2,3,Electronics,BTech,6.68,2,87.5,Rust,664,22,1,5,2,5,93,75,59,54,4.5,8.5,1.9,5.5,62,51,4,9.04,5.5,98,Placed,Startup,Hybrid,21.11,4,1,1,60,73,62,61,64
